timestep,time,golf_0,sprinter_0
171,2018-01-02 18:45:00,0.8,0.7697407658224875
172,2018-01-02 19:00:00,0.8,0.8
173,2018-01-02 19:15:00,0.8,0.8
174,2018-01-02 19:30:00,0.8,0.8
175,2018-01-02 19:45:00,0.8,0.8
176,2018-01-02 20:00:00,0.8,0.8
177,2018-01-02 20:15:00,0.8,0.8
178,2018-01-02 20:30:00,0.8,0.8
179,2018-01-02 20:45:00,0.8,0.8
180,2018-01-02 21:00:00,0.8,0.8
181,2018-01-02 21:15:00,0.8,0.8
182,2018-01-02 21:30:00,0.8,0.8
183,2018-01-02 21:45:00,0.8,0.8
184,2018-01-02 22:00:00,0.8,0.8
185,2018-01-02 22:15:00,0.8,0.8
186,2018-01-02 22:30:00,0.8,0.8
187,2018-01-02 22:45:00,0.8,0.8
188,2018-01-02 23:00:00,0.8,0.8
189,2018-01-02 23:15:00,0.8,0.8
190,2018-01-02 23:30:00,0.8,0.8
191,2018-01-02 23:45:00,0.8,0.8
192,2018-01-03 00:00:00,0.8,0.8
193,2018-01-03 00:15:00,0.8,0.8
194,2018-01-03 00:30:00,0.8,0.8
195,2018-01-03 00:45:00,0.8,0.8
196,2018-01-03 01:00:00,0.8,0.8
197,2018-01-03 01:15:00,0.8,0.8
198,2018-01-03 01:30:00,0.8,0.8
199,2018-01-03 01:45:00,0.8,0.8
200,2018-01-03 02:00:00,0.8,0.8
201,2018-01-03 02:15:00,0.8,0.8
202,2018-01-03 02:30:00,0.8,0.8
203,2018-01-03 02:45:00,0.8,0.8
204,2018-01-03 03:00:00,0.8,0.8
205,2018-01-03 03:15:00,0.8,0.8
206,2018-01-03 03:30:00,0.8,0.8
207,2018-01-03 03:45:00,0.8,0.8
208,2018-01-03 04:00:00,0.8,0.8
209,2018-01-03 04:15:00,0.8,0.8
210,2018-01-03 04:30:00,0.8,0.8
211,2018-01-03 04:45:00,0.8,0.8
212,2018-01-03 05:00:00,0.8,0.8
213,2018-01-03 05:15:00,0.8,0.8
214,2018-01-03 05:30:00,0.8,0.8
215,2018-01-03 05:45:00,0.8,0.8
216,2018-01-03 06:00:00,0.8,0.8
217,2018-01-03 06:15:00,0.8,0.8
218,2018-01-03 06:30:00,0.8,0.8
219,2018-01-03 06:45:00,0.8,0.8
220,2018-01-03 07:00:00,0.8,0.8
221,2018-01-03 07:15:00,0.8,0.8
222,2018-01-03 07:30:00,0.8,0.8
223,2018-01-03 07:45:00,0.8,0.8
224,2018-01-03 08:00:00,0.8,0.8
225,2018-01-03 08:15:00,0,0.8
226,2018-01-03 08:30:00,0,0
227,2018-01-03 08:45:00,0,0
228,2018-01-03 09:00:00,0,0
229,2018-01-03 09:15:00,0,0
230,2018-01-03 09:30:00,0,0
231,2018-01-03 09:45:00,0,0
232,2018-01-03 10:00:00,0,0
233,2018-01-03 10:15:00,0,0
234,2018-01-03 10:30:00,0,0
235,2018-01-03 10:45:00,0,0
236,2018-01-03 11:00:00,0,0
237,2018-01-03 11:15:00,0,0
238,2018-01-03 11:30:00,0,0
239,2018-01-03 11:45:00,0,0
240,2018-01-03 12:00:00,0,0
241,2018-01-03 12:15:00,0,0
242,2018-01-03 12:30:00,0,0
243,2018-01-03 12:45:00,0,0
244,2018-01-03 13:00:00,0,0
245,2018-01-03 13:15:00,0,0
246,2018-01-03 13:30:00,0,0
247,2018-01-03 13:45:00,0,0
248,2018-01-03 14:00:00,0,0
249,2018-01-03 14:15:00,0,0
250,2018-01-03 14:30:00,0,0
251,2018-01-03 14:45:00,0,0
252,2018-01-03 15:00:00,0,0
253,2018-01-03 15:15:00,0,0
254,2018-01-03 15:30:00,0,0
255,2018-01-03 15:45:00,0,0
256,2018-01-03 16:00:00,0,0
257,2018-01-03 16:15:00,0,0
258,2018-01-03 16:30:00,0,0
259,2018-01-03 16:45:00,0,0
260,2018-01-03 17:00:00,0,0
261,2018-01-03 17:15:00,0,0
262,2018-01-03 17:30:00,0,0
263,2018-01-03 17:45:00,0,0
264,2018-01-03 18:00:00,0,0
265,2018-01-03 18:15:00,0.7410313346349849,0
266,2018-01-03 18:30:00,0.8,0
267,2018-01-03 18:45:00,0.8,0
268,2018-01-03 19:00:00,0.8,0
269,2018-01-03 19:15:00,0.8,0
270,2018-01-03 19:30:00,0.8,0
271,2018-01-03 19:45:00,0.8,0
272,2018-01-03 20:00:00,0.8,0.5650747003331833
273,2018-01-03 20:15:00,0.8,0.5994497003331833
274,2018-01-03 20:30:00,0.8,0.6338247003331834
275,2018-01-03 20:45:00,0.8,0.6681997003331834
276,2018-01-03 21:00:00,0.8,0.7025747003331835
277,2018-01-03 21:15:00,0.8,0.7369497003331835
278,2018-01-03 21:30:00,0.8,0.7713247003331836
279,2018-01-03 21:45:00,0.8,0.8
280,2018-01-03 22:00:00,0.8,0.8
281,2018-01-03 22:15:00,0.8,0.8
282,2018-01-03 22:30:00,0.8,0.8
283,2018-01-03 22:45:00,0.8,0.8
284,2018-01-03 23:00:00,0.8,0.8
285,2018-01-03 23:15:00,0.8,0.8
286,2018-01-03 23:30:00,0.8,0.8
287,2018-01-03 23:45:00,0.8,0.8
288,2018-01-04 00:00:00,0.8,0.8
289,2018-01-04 00:15:00,0.8,0.8
290,2018-01-04 00:30:00,0.8,0.8
291,2018-01-04 00:45:00,0.8,0.8
292,2018-01-04 01:00:00,0.8,0.8
293,2018-01-04 01:15:00,0.8,0.8
294,2018-01-04 01:30:00,0.8,0.8
295,2018-01-04 01:45:00,0.8,0.8
296,2018-01-04 02:00:00,0.8,0.8
297,2018-01-04 02:15:00,0.8,0.8
298,2018-01-04 02:30:00,0.8,0.8
299,2018-01-04 02:45:00,0.8,0.8
300,2018-01-04 03:00:00,0.8,0.8
301,2018-01-04 03:15:00,0.8,0.8
302,2018-01-04 03:30:00,0.8,0.8
303,2018-01-04 03:45:00,0.8,0.8
304,2018-01-04 04:00:00,0.8,0.8
305,2018-01-04 04:15:00,0.8,0.8
306,2018-01-04 04:30:00,0.8,0.8
307,2018-01-04 04:45:00,0.8,0.8
308,2018-01-04 05:00:00,0.8,0.8
309,2018-01-04 05:15:00,0.8,0.8
310,2018-01-04 05:30:00,0.8,0.8
311,2018-01-04 05:45:00,0.8,0.8
312,2018-01-04 06:00:00,0.8,0.8
313,2018-01-04 06:15:00,0.8,0.8
314,2018-01-04 06:30:00,0.8,0.8
315,2018-01-04 06:45:00,0.8,0.8
316,2018-01-04 07:00:00,0.8,0.8
317,2018-01-04 07:15:00,0.8,0.8
318,2018-01-04 07:30:00,0.8,0.8
319,2018-01-04 07:45:00,0.8,0.8
320,2018-01-04 08:00:00,0.8,0.8
321,2018-01-04 08:15:00,0.8,0.8
322,2018-01-04 08:30:00,0,0
323,2018-01-04 08:45:00,0,0
324,2018-01-04 09:00:00,0,0
325,2018-01-04 09:15:00,0,0
326,2018-01-04 09:30:00,0,0
327,2018-01-04 09:45:00,0,0
328,2018-01-04 10:00:00,0,0
329,2018-01-04 10:15:00,0,0
330,2018-01-04 10:30:00,0,0
331,2018-01-04 10:45:00,0,0
332,2018-01-04 11:00:00,0,0
333,2018-01-04 11:15:00,0,0
334,2018-01-04 11:30:00,0,0
335,2018-01-04 11:45:00,0,0
336,2018-01-04 12:00:00,0,0
337,2018-01-04 12:15:00,0,0
338,2018-01-04 12:30:00,0,0
339,2018-01-04 12:45:00,0,0
340,2018-01-04 13:00:00,0,0
341,2018-01-04 13:15:00,0,0
342,2018-01-04 13:30:00,0,0
343,2018-01-04 13:45:00,0,0
344,2018-01-04 14:00:00,0,0
345,2018-01-04 14:15:00,0,0
346,2018-01-04 14:30:00,0,0
347,2018-01-04 14:45:00,0,0
348,2018-01-04 15:00:00,0,0
349,2018-01-04 15:15:00,0.7253465246327641,0
350,2018-01-04 15:30:00,0.8,0
351,2018-01-04 15:45:00,0.8,0
352,2018-01-04 16:00:00,0.8,0
353,2018-01-04 16:15:00,0.8,0
354,2018-01-04 16:30:00,0.8,0
355,2018-01-04 16:45:00,0.8,0
356,2018-01-04 17:00:00,0.8,0
357,2018-01-04 17:15:00,0.8,0
358,2018-01-04 17:30:00,0.8,0
359,2018-01-04 17:45:00,0.8,0
360,2018-01-04 18:00:00,0.8,0
361,2018-01-04 18:15:00,0.8,0.5134362985442663
362,2018-01-04 18:30:00,0.8,0.5478112985442664
363,2018-01-04 18:45:00,0.8,0.5821862985442664
364,2018-01-04 19:00:00,0.8,0.6165612985442664
365,2018-01-04 19:15:00,0.8,0.6509362985442665
366,2018-01-04 19:30:00,0.8,0.6853112985442665
367,2018-01-04 19:45:00,0.8,0.7196862985442666
368,2018-01-04 20:00:00,0.8,0.7540612985442666
369,2018-01-04 20:15:00,0.8,0.7884362985442667
370,2018-01-04 20:30:00,0.8,0.8
371,2018-01-04 20:45:00,0.8,0.8
372,2018-01-04 21:00:00,0.8,0.8
373,2018-01-04 21:15:00,0.8,0.8
374,2018-01-04 21:30:00,0.8,0.8
375,2018-01-04 21:45:00,0.8,0.8
376,2018-01-04 22:00:00,0.8,0.8
377,2018-01-04 22:15:00,0.8,0.8
378,2018-01-04 22:30:00,0.8,0.8
379,2018-01-04 22:45:00,0.8,0.8
380,2018-01-04 23:00:00,0.8,0.8
381,2018-01-04 23:15:00,0.8,0.8
382,2018-01-04 23:30:00,0.8,0.8
383,2018-01-04 23:45:00,0.8,0.8
384,2018-01-05 00:00:00,0.8,0.8
385,2018-01-05 00:15:00,0.8,0.8
386,2018-01-05 00:30:00,0.8,0.8
387,2018-01-05 00:45:00,0.8,0.8
388,2018-01-05 01:00:00,0.8,0.8
389,2018-01-05 01:15:00,0.8,0.8
390,2018-01-05 01:30:00,0.8,0.8
391,2018-01-05 01:45:00,0.8,0.8
392,2018-01-05 02:00:00,0.8,0.8
393,2018-01-05 02:15:00,0.8,0.8
394,2018-01-05 02:30:00,0.8,0.8
395,2018-01-05 02:45:00,0.8,0.8
396,2018-01-05 03:00:00,0.8,0.8
397,2018-01-05 03:15:00,0.8,0.8
398,2018-01-05 03:30:00,0.8,0.8
399,2018-01-05 03:45:00,0.8,0.8
400,2018-01-05 04:00:00,0.8,0.8
401,2018-01-05 04:15:00,0.8,0.8
402,2018-01-05 04:30:00,0.8,0.8
403,2018-01-05 04:45:00,0.8,0.8
404,2018-01-05 05:00:00,0.8,0.8
405,2018-01-05 05:15:00,0.8,0.8
406,2018-01-05 05:30:00,0.8,0.8
407,2018-01-05 05:45:00,0.8,0.8
408,2018-01-05 06:00:00,0.8,0.8
409,2018-01-05 06:15:00,0.8,0.8
410,2018-01-05 06:30:00,0.8,0.8
411,2018-01-05 06:45:00,0.8,0.8
412,2018-01-05 07:00:00,0.8,0.8
413,2018-01-05 07:15:00,0.8,0.8
414,2018-01-05 07:30:00,0.8,0.8
415,2018-01-05 07:45:00,0.8,0.8
416,2018-01-05 08:00:00,0.8,0.8
417,2018-01-05 08:15:00,0.8,0.8
418,2018-01-05 08:30:00,0,0
419,2018-01-05 08:45:00,0,0
420,2018-01-05 09:00:00,0,0
421,2018-01-05 09:15:00,0,0
422,2018-01-05 09:30:00,0,0
423,2018-01-05 09:45:00,0,0
424,2018-01-05 10:00:00,0,0
425,2018-01-05 10:15:00,0,0
426,2018-01-05 10:30:00,0,0
427,2018-01-05 10:45:00,0,0
428,2018-01-05 11:00:00,0,0
429,2018-01-05 11:15:00,0,0
430,2018-01-05 11:30:00,0,0
431,2018-01-05 11:45:00,0,0
432,2018-01-05 12:00:00,0,0
433,2018-01-05 12:15:00,0,0
434,2018-01-05 12:30:00,0,0
435,2018-01-05 12:45:00,0,0
436,2018-01-05 13:00:00,0,0
437,2018-01-05 13:15:00,0,0
438,2018-01-05 13:30:00,0,0
439,2018-01-05 13:45:00,0,0
440,2018-01-05 14:00:00,0,0
441,2018-01-05 14:15:00,0,0
442,2018-01-05 14:30:00,0,0
443,2018-01-05 14:45:00,0,0
444,2018-01-05 15:00:00,0,0
445,2018-01-05 15:15:00,0,0
446,2018-01-05 15:30:00,0,0
447,2018-01-05 15:45:00,0,0
448,2018-01-05 16:00:00,0,0
449,2018-01-05 16:15:00,0,0
450,2018-01-05 16:30:00,0,0
451,2018-01-05 16:45:00,0,0
452,2018-01-05 17:00:00,0,0
453,2018-01-05 17:15:00,0,0
454,2018-01-05 17:30:00,0,0
455,2018-01-05 17:45:00,0.8,0
456,2018-01-05 18:00:00,0.8,0
457,2018-01-05 18:15:00,0.8,0.5917199141014836
458,2018-01-05 18:30:00,0.8,0.6260949141014837
459,2018-01-05 18:45:00,0.8,0.6604699141014837
460,2018-01-05 19:00:00,0.8,0.6948449141014837
461,2018-01-05 19:15:00,0.8,0.7292199141014838
462,2018-01-05 19:30:00,0.8,0.7635949141014838
463,2018-01-05 19:45:00,0.8,0.7979699141014839
464,2018-01-05 20:00:00,0.8,0.8
465,2018-01-05 20:15:00,0.8,0.8
466,2018-01-05 20:30:00,0.8,0.8
467,2018-01-05 20:45:00,0.8,0.8
468,2018-01-05 21:00:00,0.8,0.8
469,2018-01-05 21:15:00,0.8,0.8
470,2018-01-05 21:30:00,0.8,0.8
471,2018-01-05 21:45:00,0.8,0.8
472,2018-01-05 22:00:00,0.8,0.8
473,2018-01-05 22:15:00,0.8,0.8
474,2018-01-05 22:30:00,0.8,0.8
475,2018-01-05 22:45:00,0.8,0.8
476,2018-01-05 23:00:00,0.8,0.8
477,2018-01-05 23:15:00,0.8,0.8
478,2018-01-05 23:30:00,0.8,0.8
479,2018-01-05 23:45:00,0.8,0.8
480,2018-01-06 00:00:00,0.8,0.8
481,2018-01-06 00:15:00,0.8,0.8
482,2018-01-06 00:30:00,0.8,0.8
483,2018-01-06 00:45:00,0.8,0.8
484,2018-01-06 01:00:00,0.8,0.8
485,2018-01-06 01:15:00,0.8,0.8
486,2018-01-06 01:30:00,0.8,0.8
487,2018-01-06 01:45:00,0.8,0.8
488,2018-01-06 02:00:00,0.8,0.8
489,2018-01-06 02:15:00,0.8,0.8
490,2018-01-06 02:30:00,0.8,0.8
491,2018-01-06 02:45:00,0.8,0.8
492,2018-01-06 03:00:00,0.8,0.8
493,2018-01-06 03:15:00,0.8,0.8
494,2018-01-06 03:30:00,0.8,0.8
495,2018-01-06 03:45:00,0.8,0.8
496,2018-01-06 04:00:00,0.8,0.8
497,2018-01-06 04:15:00,0.8,0.8
498,2018-01-06 04:30:00,0.8,0.8
499,2018-01-06 04:45:00,0.8,0.8
500,2018-01-06 05:00:00,0.8,0.8
501,2018-01-06 05:15:00,0.8,0.8
502,2018-01-06 05:30:00,0.8,0.8
503,2018-01-06 05:45:00,0.8,0.8
504,2018-01-06 06:00:00,0.8,0.8
505,2018-01-06 06:15:00,0.8,0.8
506,2018-01-06 06:30:00,0.8,0.8
507,2018-01-06 06:45:00,0.8,0.8
508,2018-01-06 07:00:00,0.8,0.8
509,2018-01-06 07:15:00,0.8,0.8
510,2018-01-06 07:30:00,0.8,0.8
511,2018-01-06 07:45:00,0.8,0.8
512,2018-01-06 08:00:00,0.8,0.8
513,2018-01-06 08:15:00,0.8,0.8
514,2018-01-06 08:30:00,0,0.8
515,2018-01-06 08:45:00,0,0.8
516,2018-01-06 09:00:00,0,0.8
517,2018-01-06 09:15:00,0,0
518,2018-01-06 09:30:00,0,0
519,2018-01-06 09:45:00,0,0
520,2018-01-06 10:00:00,0,0
521,2018-01-06 10:15:00,0,0
522,2018-01-06 10:30:00,0,0
523,2018-01-06 10:45:00,0,0
524,2018-01-06 11:00:00,0,0
525,2018-01-06 11:15:00,0,0
526,2018-01-06 11:30:00,0,0
527,2018-01-06 11:45:00,0,0
528,2018-01-06 12:00:00,0,0
529,2018-01-06 12:15:00,0,0
530,2018-01-06 12:30:00,0,0
531,2018-01-06 12:45:00,0,0
532,2018-01-06 13:00:00,0,0
533,2018-01-06 13:15:00,0,0
534,2018-01-06 13:30:00,0,0
535,2018-01-06 13:45:00,0,0
536,2018-01-06 14:00:00,0,0
537,2018-01-06 14:15:00,0,0
538,2018-01-06 14:30:00,0,0
539,2018-01-06 14:45:00,0,0
540,2018-01-06 15:00:00,0,0
541,2018-01-06 15:15:00,0,0
542,2018-01-06 15:30:00,0,0
543,2018-01-06 15:45:00,0,0
544,2018-01-06 16:00:00,0,0
545,2018-01-06 16:15:00,0,0
546,2018-01-06 16:30:00,0.8,0
547,2018-01-06 16:45:00,0.8,0
548,2018-01-06 17:00:00,0.8,0
549,2018-01-06 17:15:00,0.8,0
550,2018-01-06 17:30:00,0.8,0.51804520920246
551,2018-01-06 17:45:00,0.8,0.55242020920246
552,2018-01-06 18:00:00,0.8,0.5867952092024601
553,2018-01-06 18:15:00,0.8,0.6211702092024601
554,2018-01-06 18:30:00,0.8,0.6555452092024602
555,2018-01-06 18:45:00,0.8,0.6899202092024602
556,2018-01-06 19:00:00,0.8,0.7242952092024603
557,2018-01-06 19:15:00,0.8,0.7586702092024603
558,2018-01-06 19:30:00,0.8,0.7930452092024604
559,2018-01-06 19:45:00,0.8,0.8
560,2018-01-06 20:00:00,0.8,0.8
561,2018-01-06 20:15:00,0.8,0.8
562,2018-01-06 20:30:00,0.8,0.8
563,2018-01-06 20:45:00,0.8,0.8
564,2018-01-06 21:00:00,0.8,0.8
565,2018-01-06 21:15:00,0.8,0.8
566,2018-01-06 21:30:00,0.8,0.8
567,2018-01-06 21:45:00,0.8,0.8
568,2018-01-06 22:00:00,0.8,0.8
569,2018-01-06 22:15:00,0.8,0.8
570,2018-01-06 22:30:00,0.8,0.8
571,2018-01-06 22:45:00,0.8,0.8
572,2018-01-06 23:00:00,0.8,0.8
573,2018-01-06 23:15:00,0.8,0.8
574,2018-01-06 23:30:00,0.8,0.8
575,2018-01-06 23:45:00,0.8,0.8
576,2018-01-07 00:00:00,0.8,0.8
577,2018-01-07 00:15:00,0.8,0.8
578,2018-01-07 00:30:00,0.8,0.8
579,2018-01-07 00:45:00,0.8,0.8
580,2018-01-07 01:00:00,0.8,0.8
581,2018-01-07 01:15:00,0.8,0.8
582,2018-01-07 01:30:00,0.8,0.8
583,2018-01-07 01:45:00,0.8,0.8
584,2018-01-07 02:00:00,0.8,0.8
585,2018-01-07 02:15:00,0.8,0.8
586,2018-01-07 02:30:00,0.8,0.8
587,2018-01-07 02:45:00,0.8,0.8
588,2018-01-07 03:00:00,0.8,0.8
589,2018-01-07 03:15:00,0.8,0.8
590,2018-01-07 03:30:00,0.8,0.8
591,2018-01-07 03:45:00,0.8,0.8
592,2018-01-07 04:00:00,0.8,0.8
593,2018-01-07 04:15:00,0.8,0.8
594,2018-01-07 04:30:00,0.8,0.8
595,2018-01-07 04:45:00,0.8,0.8
596,2018-01-07 05:00:00,0.8,0.8
597,2018-01-07 05:15:00,0.8,0.8
598,2018-01-07 05:30:00,0.8,0.8
599,2018-01-07 05:45:00,0.8,0.8
600,2018-01-07 06:00:00,0.8,0.8
601,2018-01-07 06:15:00,0.8,0.8
602,2018-01-07 06:30:00,0.8,0.8
603,2018-01-07 06:45:00,0.8,0.8
604,2018-01-07 07:00:00,0.8,0.8
605,2018-01-07 07:15:00,0.8,0.8
606,2018-01-07 07:30:00,0.8,0.8
607,2018-01-07 07:45:00,0.8,0.8
608,2018-01-07 08:00:00,0.8,0.8
609,2018-01-07 08:15:00,0.8,0.8
610,2018-01-07 08:30:00,0.8,0.8
611,2018-01-07 08:45:00,0.8,0.8
612,2018-01-07 09:00:00,0.8,0.8
613,2018-01-07 09:15:00,0.8,0.8
614,2018-01-07 09:30:00,0.8,0.8
615,2018-01-07 09:45:00,0.8,0.8
616,2018-01-07 10:00:00,0.8,0.8
617,2018-01-07 10:15:00,0.8,0.8
618,2018-01-07 10:30:00,0.8,0.8
619,2018-01-07 10:45:00,0.8,0.8
620,2018-01-07 11:00:00,0.8,0.8
621,2018-01-07 11:15:00,0.8,0.8
622,2018-01-07 11:30:00,0.8,0.8
623,2018-01-07 11:45:00,0.8,0.8
624,2018-01-07 12:00:00,0.8,0.8
625,2018-01-07 12:15:00,0.8,0.8
626,2018-01-07 12:30:00,0.8,0.8
627,2018-01-07 12:45:00,0.8,0.8
628,2018-01-07 13:00:00,0.8,0.8
629,2018-01-07 13:15:00,0.8,0.8
630,2018-01-07 13:30:00,0.8,0.8
631,2018-01-07 13:45:00,0.8,0.8
632,2018-01-07 14:00:00,0.8,0.8
