line,departure_name,departure_short_name,departure_day,departure_time,arrival_time,arrival_day,arrival_name,arrival_short_name,distance,pause,rotation_id,vehicle_type
163,S Grünau,SGA24BA,Wednesday,22.9333333333333,23.1333333333333,Wednesday,S Flughafen Berlin-Schönefeld,SSXF01B,5882,3,4617415,CKB
163,S Flughafen Berlin-Schönefeld,SSXF01B,Wednesday,23.1833333333333,23.4166666666666,Wednesday,S Grünau,SGA22BA,6232,0,4617415,CKB
163,S Grünau,SGA22BA,Wednesday,23.4166666666666,23.6333333333333,Wednesday,S Flughafen Berlin-Schönefeld,SSXF01B,6086,3,4617415,CKB
163,S Flughafen Berlin-Schönefeld,SSXF01B,Wednesday,23.6833333333333,23.9166666666666,Wednesday,S Grünau,SGA22BA,6232,0,4617415,CKB
163,S Grünau,SGA22BA,Wednesday,23.9166666666666,24.1333333333333,Thursday,S Flughafen Berlin-Schönefeld,SSXF01B,6086,0,4617415,CKB
163,S Flughafen Berlin-Schönefeld,SSXF01B,Thursday,0.133333333333333,0.133333333333333,Thursday,Betriebshof A,BF A A,0.06,0,4617415,CKB
168,Betriebshof A,BF A E,Wednesday,5.08333333333333,5.08333333333333,Wednesday,Alt-Schmöckwitz,ALSW02B,0.06,0,4426846,CKB
168,Alt-Schmöckwitz,ALSW02B,Wednesday,5.08333333333333,5.23333333333333,Wednesday,Moßkopfring,MKFR01B,4781,0,4426846,CKB
168,Moßkopfring,MKFR01B,Wednesday,5.23333333333333,5.38333333333333,Wednesday,Alt-Schmöckwitz,ALSW02B,5139,2,4426846,CKB
168,Alt-Schmöckwitz,ALSW02B,Wednesday,5.41666666666666,5.56666666666666,Wednesday,Moßkopfring,MKFR01B,4781,0,4426846,CKB
168,Moßkopfring,MKFR01B,Wednesday,5.56666666666666,5.71666666666666,Wednesday,Alt-Schmöckwitz,ALSW02B,5139,23,4426846,CKB
168,Alt-Schmöckwitz,ALSW02B,Wednesday,6.1,6.25,Wednesday,Moßkopfring,MKFR01B,4781,0,4426846,CKB
168,Moßkopfring,MKFR01B,Wednesday,6.25,6.4,Wednesday,Alt-Schmöckwitz,ALSW02B,5139,2,4426846,CKB
168,Alt-Schmöckwitz,ALSW02B,Wednesday,6.43333333333333,6.58333333333333,Wednesday,Moßkopfring,MKFR01B,4781,0,4426846,CKB
168,Moßkopfring,MKFR01B,Wednesday,6.58333333333333,6.73333333333333,Wednesday,Alt-Schmöckwitz,ALSW02B,5139,2,4426846,CKB
168,Alt-Schmöckwitz,ALSW02B,Wednesday,6.76666666666666,6.91666666666666,Wednesday,Moßkopfring,MKFR01B,4781,0,4426846,CKB
168,Moßkopfring,MKFR01B,Wednesday,6.91666666666666,7.06666666666666,Wednesday,Alt-Schmöckwitz,ALSW02B,5139,2,4426846,CKB
168,Alt-Schmöckwitz,ALSW02B,Wednesday,7.1,7.25,Wednesday,Moßkopfring,MKFR01B,4781,0,4426846,CKB
168,Moßkopfring,MKFR01B,Wednesday,7.25,7.4,Wednesday,Alt-Schmöckwitz,ALSW02B,5139,2,4426846,CKB
168,Alt-Schmöckwitz,ALSW02B,Wednesday,7.43333333333333,7.58333333333333,Wednesday,Moßkopfring,MKFR01B,4781,0,4426846,CKB
168,Moßkopfring,MKFR01B,Wednesday,7.58333333333333,7.73333333333333,Wednesday,Alt-Schmöckwitz,ALSW02B,5139,22,4426846,CKB
168,Alt-Schmöckwitz,ALSW02B,Wednesday,8.1,8.25,Wednesday,Moßkopfring,MKFR01B,4781,0,4426846,CKB
168,Moßkopfring,MKFR01B,Wednesday,8.25,8.4,Wednesday,Alt-Schmöckwitz,ALSW02B,5139,2,4426846,CKB
168,Alt-Schmöckwitz,ALSW02B,Wednesday,8.43333333333333,8.58333333333333,Wednesday,Moßkopfring,MKFR01B,4781,0,4426846,CKB
168,Moßkopfring,MKFR01B,Wednesday,8.58333333333333,8.73333333333333,Wednesday,Alt-Schmöckwitz,ALSW02B,5139,2,4426846,CKB
168,Alt-Schmöckwitz,ALSW02B,Wednesday,8.76666666666666,8.91666666666666,Wednesday,Moßkopfring,MKFR01B,4781,0,4426846,CKB
168,Moßkopfring,MKFR01B,Wednesday,8.91666666666666,9.06666666666666,Wednesday,Alt-Schmöckwitz,ALSW02B,5139,2,4426846,CKB
168,Alt-Schmöckwitz,ALSW02B,Wednesday,9.1,9.25,Wednesday,Moßkopfring,MKFR01B,4781,0,4426846,CKB
168,Moßkopfring,MKFR01B,Wednesday,9.25,9.4,Wednesday,Alt-Schmöckwitz,ALSW02B,5139,2,4426846,CKB
168,Alt-Schmöckwitz,ALSW02B,Wednesday,9.43333333333333,9.58333333333333,Wednesday,Moßkopfring,MKFR01B,4781,0,4426846,CKB
168,Moßkopfring,MKFR01B,Wednesday,9.58333333333333,9.73333333333333,Wednesday,Alt-Schmöckwitz,ALSW02B,5139,22,4426846,CKB
168,Alt-Schmöckwitz,ALSW02B,Wednesday,10.1,10.25,Wednesday,Moßkopfring,MKFR01B,4781,0,4426846,CKB
168,Moßkopfring,MKFR01B,Wednesday,10.25,10.4,Wednesday,Alt-Schmöckwitz,ALSW02B,5139,2,4426846,CKB
168,Alt-Schmöckwitz,ALSW02B,Wednesday,10.4333333333333,10.5833333333333,Wednesday,Moßkopfring,MKFR01B,4781,0,4426846,CKB
168,Moßkopfring,MKFR01B,Wednesday,10.5833333333333,10.7333333333333,Wednesday,Alt-Schmöckwitz,ALSW02B,5139,2,4426846,CKB
168,Alt-Schmöckwitz,ALSW02B,Wednesday,10.7666666666666,10.9166666666666,Wednesday,Moßkopfring,MKFR01B,4781,0,4426846,CKB
168,Moßkopfring,MKFR01B,Wednesday,10.9166666666666,11.0666666666666,Wednesday,Alt-Schmöckwitz,ALSW02B,5139,2,4426846,CKB
168,Alt-Schmöckwitz,ALSW02B,Wednesday,11.1,11.25,Wednesday,Moßkopfring,MKFR01B,4781,0,4426846,CKB
168,Moßkopfring,MKFR01B,Wednesday,11.25,11.4,Wednesday,Alt-Schmöckwitz,ALSW02B,5139,2,4426846,CKB
168,Alt-Schmöckwitz,ALSW02B,Wednesday,11.4333333333333,11.5833333333333,Wednesday,Moßkopfring,MKFR01B,4781,0,4426846,CKB
168,Moßkopfring,MKFR01B,Wednesday,11.5833333333333,11.7333333333333,Wednesday,Alt-Schmöckwitz,ALSW02B,5139,22,4426846,CKB
168,Alt-Schmöckwitz,ALSW02B,Wednesday,12.1,12.25,Wednesday,Moßkopfring,MKFR01B,4781,0,4426846,CKB
168,Moßkopfring,MKFR01B,Wednesday,12.25,12.4,Wednesday,Alt-Schmöckwitz,ALSW02B,5139,2,4426846,CKB
168,Alt-Schmöckwitz,ALSW02B,Wednesday,12.4333333333333,12.5833333333333,Wednesday,Moßkopfring,MKFR01B,4781,0,4426846,CKB
168,Moßkopfring,MKFR01B,Wednesday,12.5833333333333,12.7333333333333,Wednesday,Alt-Schmöckwitz,ALSW02B,5139,2,4426846,CKB
168,Alt-Schmöckwitz,ALSW02B,Wednesday,12.7666666666666,12.9166666666666,Wednesday,Moßkopfring,MKFR01B,4781,0,4426846,CKB
168,Moßkopfring,MKFR01B,Wednesday,12.9166666666666,13.0666666666666,Wednesday,Alt-Schmöckwitz,ALSW02B,5139,2,4426846,CKB
168,Alt-Schmöckwitz,ALSW02B,Wednesday,13.1,13.25,Wednesday,Moßkopfring,MKFR01B,4781,0,4426846,CKB
168,Moßkopfring,MKFR01B,Wednesday,13.25,13.4,Wednesday,Alt-Schmöckwitz,ALSW02B,5139,2,4426846,CKB
168,Alt-Schmöckwitz,ALSW02B,Wednesday,13.4333333333333,13.5833333333333,Wednesday,Moßkopfring,MKFR01B,4781,0,4426846,CKB
168,Moßkopfring,MKFR01B,Wednesday,13.5833333333333,13.7333333333333,Wednesday,Alt-Schmöckwitz,ALSW02B,5139,2,4426846,CKB
168,Alt-Schmöckwitz,ALSW02B,Wednesday,13.7666666666666,13.9166666666666,Wednesday,Moßkopfring,MKFR01B,4781,0,4426846,CKB
168,Moßkopfring,MKFR01B,Wednesday,13.9166666666666,14.0666666666666,Wednesday,Alt-Schmöckwitz,ALSW02B,5139,2,4426846,CKB
168,Alt-Schmöckwitz,ALSW02B,Wednesday,14.1,14.25,Wednesday,Moßkopfring,MKFR01B,4781,0,4426846,CKB
168,Moßkopfring,MKFR01B,Wednesday,14.25,14.4,Wednesday,Alt-Schmöckwitz,ALSW02B,5139,22,4426846,CKB
168,Alt-Schmöckwitz,ALSW02B,Wednesday,14.7666666666666,14.9166666666666,Wednesday,Moßkopfring,MKFR01B,4781,0,4426846,CKB
168,Moßkopfring,MKFR01B,Wednesday,14.9166666666666,15.0666666666666,Wednesday,Alt-Schmöckwitz,ALSW02B,5139,2,4426846,CKB
168,Alt-Schmöckwitz,ALSW02B,Wednesday,15.1,15.25,Wednesday,Moßkopfring,MKFR01B,4781,0,4426846,CKB
168,Moßkopfring,MKFR01B,Wednesday,15.25,15.4,Wednesday,Alt-Schmöckwitz,ALSW02B,5139,2,4426846,CKB
168,Alt-Schmöckwitz,ALSW02B,Wednesday,15.4333333333333,15.5833333333333,Wednesday,Moßkopfring,MKFR01B,4781,0,4426846,CKB
168,Moßkopfring,MKFR01B,Wednesday,15.5833333333333,15.7333333333333,Wednesday,Alt-Schmöckwitz,ALSW02B,5139,22,4426846,CKB
168,Alt-Schmöckwitz,ALSW02B,Wednesday,16.1,16.25,Wednesday,Moßkopfring,MKFR01B,4781,0,4426846,CKB
168,Moßkopfring,MKFR01B,Wednesday,16.25,16.4,Wednesday,Alt-Schmöckwitz,ALSW02B,5139,2,4426846,CKB
168,Alt-Schmöckwitz,ALSW02B,Wednesday,16.4333333333333,16.5833333333333,Wednesday,Moßkopfring,MKFR01B,4781,0,4426846,CKB
168,Moßkopfring,MKFR01B,Wednesday,16.5833333333333,16.7333333333333,Wednesday,Alt-Schmöckwitz,ALSW02B,5139,2,4426846,CKB
168,Alt-Schmöckwitz,ALSW02B,Wednesday,16.7666666666666,16.9166666666666,Wednesday,Moßkopfring,MKFR01B,4781,0,4426846,CKB
168,Moßkopfring,MKFR01B,Wednesday,16.9166666666666,17.0666666666666,Wednesday,Alt-Schmöckwitz,ALSW02B,5139,2,4426846,CKB
168,Alt-Schmöckwitz,ALSW02B,Wednesday,17.1,17.25,Wednesday,Moßkopfring,MKFR01B,4781,0,4426846,CKB
168,Moßkopfring,MKFR01B,Wednesday,17.25,17.4,Wednesday,Alt-Schmöckwitz,ALSW02B,5139,2,4426846,CKB
168,Alt-Schmöckwitz,ALSW02B,Wednesday,17.4333333333333,17.5833333333333,Wednesday,Moßkopfring,MKFR01B,4781,0,4426846,CKB
168,Moßkopfring,MKFR01B,Wednesday,17.5833333333333,17.7333333333333,Wednesday,Alt-Schmöckwitz,ALSW02B,5139,22,4426846,CKB
168,Alt-Schmöckwitz,ALSW02B,Wednesday,18.1,18.25,Wednesday,Moßkopfring,MKFR01B,4781,0,4426846,CKB
168,Moßkopfring,MKFR01B,Wednesday,18.25,18.4,Wednesday,Alt-Schmöckwitz,ALSW02B,5139,2,4426846,CKB
168,Alt-Schmöckwitz,ALSW02B,Wednesday,18.4333333333333,18.5833333333333,Wednesday,Moßkopfring,MKFR01B,4781,0,4426846,CKB
168,Moßkopfring,MKFR01B,Wednesday,18.5833333333333,18.7333333333333,Wednesday,Alt-Schmöckwitz,ALSW02B,5139,2,4426846,CKB
168,Alt-Schmöckwitz,ALSW02B,Wednesday,18.7666666666666,18.9166666666666,Wednesday,Moßkopfring,MKFR01B,4781,0,4426846,CKB
168,Moßkopfring,MKFR01B,Wednesday,18.9166666666666,19.0666666666666,Wednesday,Alt-Schmöckwitz,ALSW02B,5139,2,4426846,CKB
168,Alt-Schmöckwitz,ALSW02B,Wednesday,19.1,19.25,Wednesday,Moßkopfring,MKFR01B,4781,0,4426846,CKB
168,Moßkopfring,MKFR01B,Wednesday,19.25,19.4,Wednesday,Alt-Schmöckwitz,ALSW02B,5139,2,4426846,CKB
168,Alt-Schmöckwitz,ALSW02B,Wednesday,19.4333333333333,19.5833333333333,Wednesday,Moßkopfring,MKFR01B,4781,0,4426846,CKB
168,Moßkopfring,MKFR01B,Wednesday,19.5833333333333,19.7333333333333,Wednesday,Alt-Schmöckwitz,ALSW02B,5139,21,4426846,CKB
168,Alt-Schmöckwitz,ALSW02B,Wednesday,20.0833333333333,20.2333333333333,Wednesday,Moßkopfring,MKFR01B,4781,0,4426846,CKB
168,Moßkopfring,MKFR01B,Wednesday,20.2333333333333,20.3833333333333,Wednesday,Alt-Schmöckwitz,ALSW02B,5139,2,4426846,CKB
168,Alt-Schmöckwitz,ALSW02B,Wednesday,20.4166666666666,20.5666666666666,Wednesday,Moßkopfring,MKFR01B,4781,0,4426846,CKB
168,Moßkopfring,MKFR01B,Wednesday,20.5666666666666,20.7166666666666,Wednesday,Alt-Schmöckwitz,ALSW02B,5139,2,4426846,CKB
168,Alt-Schmöckwitz,ALSW02B,Wednesday,20.75,20.9,Wednesday,Moßkopfring,MKFR01B,4781,0,4426846,CKB
168,Moßkopfring,MKFR01B,Wednesday,20.9,21.05,Wednesday,Alt-Schmöckwitz,ALSW02B,5139,2,4426846,CKB
168,Alt-Schmöckwitz,ALSW02B,Wednesday,21.0833333333333,21.2333333333333,Wednesday,Moßkopfring,MKFR01B,4781,0,4426846,CKB
168,Moßkopfring,MKFR01B,Wednesday,21.2333333333333,21.3833333333333,Wednesday,Alt-Schmöckwitz,ALSW02B,5139,2,4426846,CKB
168,Alt-Schmöckwitz,ALSW02B,Wednesday,21.4166666666666,21.5666666666666,Wednesday,Moßkopfring,MKFR01B,4781,0,4426846,CKB
168,Moßkopfring,MKFR01B,Wednesday,21.5666666666666,21.7166666666666,Wednesday,Alt-Schmöckwitz,ALSW02B,5139,22,4426846,CKB
168,Alt-Schmöckwitz,ALSW02B,Wednesday,22.0833333333333,22.2333333333333,Wednesday,Moßkopfring,MKFR01B,4781,0,4426846,CKB
168,Moßkopfring,MKFR01B,Wednesday,22.2333333333333,22.3833333333333,Wednesday,Alt-Schmöckwitz,ALSW02B,5139,2,4426846,CKB
168,Alt-Schmöckwitz,ALSW02B,Wednesday,22.4166666666666,22.5666666666666,Wednesday,Moßkopfring,MKFR01B,4781,0,4426846,CKB
168,Moßkopfring,MKFR01B,Wednesday,22.5666666666666,22.7166666666666,Wednesday,Alt-Schmöckwitz,ALSW02B,5139,2,4426846,CKB
168,Alt-Schmöckwitz,ALSW02B,Wednesday,22.75,22.9,Wednesday,Moßkopfring,MKFR01B,4781,0,4426846,CKB
168,Moßkopfring,MKFR01B,Wednesday,22.9,23.05,Wednesday,Alt-Schmöckwitz,ALSW02B,5139,0,4426846,CKB
168,Alt-Schmöckwitz,ALSW02B,Wednesday,23.05,23.05,Wednesday,Betriebshof A,BF A A,0.06,0,4426846,CKB
269,Betriebshof A,BF A E,Thursday,0.1,0.1,Thursday,S Kaulsdorf,SKD05B,0.06,0,4708596,CKB
269,S Kaulsdorf,SKD05B,Thursday,0.1,0.45,Thursday,S Köpenick,SKOE01B,7827,0,4708596,CKB
N69,S Köpenick,SKOE01B,Thursday,0.45,0.8,Thursday,Odernheimer Str.,ODNH01B,11079,0,4708596,CKB
N69,Odernheimer Str.,ODNH01B,Thursday,0.8,1.41666666666666,Thursday,S+U Wuhletal,SUWT02BN,20641,8,4708596,CKB
N69,S+U Wuhletal,SUWT02BN,Thursday,1.55,2.26666666666666,Thursday,Odernheimer Str.,ODNH01B,20579,1,4708596,CKB
N69,Odernheimer Str.,ODNH01B,Thursday,2.28333333333333,2.91666666666666,Thursday,S+U Wuhletal,SUWT02BN,20641,8,4708596,CKB
N69,S+U Wuhletal,SUWT02BN,Thursday,3.05,3.76666666666666,Thursday,Odernheimer Str.,ODNH01B,20579,1,4708596,CKB
N69,Odernheimer Str.,ODNH01B,Thursday,3.78333333333333,4.41666666666666,Thursday,S+U Wuhletal,SUWT02BN,20641,0,4708596,CKB
N69,S+U Wuhletal,SUWT02BN,Thursday,4.41666666666666,4.41666666666666,Thursday,Betriebshof A,BF A A,0.06,0,4708596,CKB
326,Betriebshof Indira-Gandhi-Str.,BF I E,Wednesday,5.25,6.01666666666666,Wednesday,S Hermsdorf,SHDF01B,17.9,0,4317626,VDL
326,S Hermsdorf,SHDF01B,Wednesday,6.01666666666666,6.25,Wednesday,S Hermsdorf,SHDF01B,4637,8,4317626,VDL
326,S Hermsdorf,SHDF01B,Wednesday,6.38333333333333,6.61666666666666,Wednesday,S Hermsdorf,SHDF01B,4637,4,4317626,VDL
326,S Hermsdorf,SHDF01B,Wednesday,6.68333333333333,6.91666666666666,Wednesday,S Hermsdorf,SHDF01B,4637,8,4317626,VDL
326,S Hermsdorf,SHDF01B,Wednesday,7.05,7.28333333333333,Wednesday,S Hermsdorf,SHDF01B,4637,4,4317626,VDL
326,S Hermsdorf,SHDF01B,Wednesday,7.35,7.58333333333333,Wednesday,S Hermsdorf,SHDF01B,4637,8,4317626,VDL
326,S Hermsdorf,SHDF01B,Wednesday,7.71666666666666,7.95,Wednesday,S Hermsdorf,SHDF01B,4637,4,4317626,VDL
326,S Hermsdorf,SHDF01B,Wednesday,8.01666666666666,8.25,Wednesday,S Hermsdorf,SHDF01B,4637,8,4317626,VDL
326,S Hermsdorf,SHDF01B,Wednesday,8.38333333333333,8.61666666666666,Wednesday,S Hermsdorf,SHDF01B,4637,4,4317626,VDL
326,S Hermsdorf,SHDF01B,Wednesday,8.68333333333333,8.91666666666666,Wednesday,S Hermsdorf,SHDF01B,4637,8,4317626,VDL
326,S Hermsdorf,SHDF01B,Wednesday,9.05,9.28333333333333,Wednesday,S Hermsdorf,SHDF01B,4637,4,4317626,VDL
326,S Hermsdorf,SHDF01B,Wednesday,9.35,9.58333333333333,Wednesday,S Hermsdorf,SHDF01B,4637,8,4317626,VDL
326,S Hermsdorf,SHDF01B,Wednesday,9.71666666666666,9.95,Wednesday,S Hermsdorf,SHDF01B,4637,4,4317626,VDL
326,S Hermsdorf,SHDF01B,Wednesday,10.0166666666666,10.25,Wednesday,S Hermsdorf,SHDF01B,4637,8,4317626,VDL
326,S Hermsdorf,SHDF01B,Wednesday,10.3833333333333,10.6166666666666,Wednesday,S Hermsdorf,SHDF01B,4637,4,4317626,VDL
326,S Hermsdorf,SHDF01B,Wednesday,10.6833333333333,10.9166666666666,Wednesday,S Hermsdorf,SHDF01B,4637,8,4317626,VDL
326,S Hermsdorf,SHDF01B,Wednesday,11.05,11.2833333333333,Wednesday,S Hermsdorf,SHDF01B,4637,4,4317626,VDL
326,S Hermsdorf,SHDF01B,Wednesday,11.35,11.5833333333333,Wednesday,S Hermsdorf,SHDF01B,4637,8,4317626,VDL
326,S Hermsdorf,SHDF01B,Wednesday,11.7166666666666,11.95,Wednesday,S Hermsdorf,SHDF01B,4637,4,4317626,VDL
326,S Hermsdorf,SHDF01B,Wednesday,12.0166666666666,12.25,Wednesday,S Hermsdorf,SHDF01B,4637,8,4317626,VDL
326,S Hermsdorf,SHDF01B,Wednesday,12.3833333333333,12.6166666666666,Wednesday,S Hermsdorf,SHDF01B,4637,4,4317626,VDL
326,S Hermsdorf,SHDF01B,Wednesday,12.6833333333333,12.9166666666666,Wednesday,S Hermsdorf,SHDF01B,4637,8,4317626,VDL
326,S Hermsdorf,SHDF01B,Wednesday,13.05,13.2833333333333,Wednesday,S Hermsdorf,SHDF01B,4637,4,4317626,VDL
326,S Hermsdorf,SHDF01B,Wednesday,13.35,13.5833333333333,Wednesday,S Hermsdorf,SHDF01B,4637,8,4317626,VDL
326,S Hermsdorf,SHDF01B,Wednesday,13.7166666666666,13.95,Wednesday,S Hermsdorf,SHDF01B,4637,4,4317626,VDL
326,S Hermsdorf,SHDF01B,Wednesday,14.0166666666666,14.25,Wednesday,S Hermsdorf,SHDF01B,4637,8,4317626,VDL
326,S Hermsdorf,SHDF01B,Wednesday,14.3833333333333,14.6166666666666,Wednesday,S Hermsdorf,SHDF01B,4637,4,4317626,VDL
326,S Hermsdorf,SHDF01B,Wednesday,14.6833333333333,14.9166666666666,Wednesday,S Hermsdorf,SHDF01B,4637,8,4317626,VDL
326,S Hermsdorf,SHDF01B,Wednesday,15.05,15.2833333333333,Wednesday,S Hermsdorf,SHDF01B,4637,4,4317626,VDL
326,S Hermsdorf,SHDF01B,Wednesday,15.35,15.5833333333333,Wednesday,S Hermsdorf,SHDF01B,4637,8,4317626,VDL
326,S Hermsdorf,SHDF01B,Wednesday,15.7166666666666,15.95,Wednesday,S Hermsdorf,SHDF01B,4637,4,4317626,VDL
326,S Hermsdorf,SHDF01B,Wednesday,16.0166666666666,16.25,Wednesday,S Hermsdorf,SHDF01B,4637,8,4317626,VDL
326,S Hermsdorf,SHDF01B,Wednesday,16.3833333333333,16.6166666666666,Wednesday,S Hermsdorf,SHDF01B,4637,4,4317626,VDL
326,S Hermsdorf,SHDF01B,Wednesday,16.6833333333333,16.9166666666666,Wednesday,S Hermsdorf,SHDF01B,4637,8,4317626,VDL
326,S Hermsdorf,SHDF01B,Wednesday,17.05,17.2833333333333,Wednesday,S Hermsdorf,SHDF01B,4637,4,4317626,VDL
326,S Hermsdorf,SHDF01B,Wednesday,17.35,17.5833333333333,Wednesday,S Hermsdorf,SHDF01B,4637,8,4317626,VDL
326,S Hermsdorf,SHDF01B,Wednesday,17.7166666666666,17.95,Wednesday,S Hermsdorf,SHDF01B,4637,4,4317626,VDL
326,S Hermsdorf,SHDF01B,Wednesday,18.0166666666666,18.25,Wednesday,S Hermsdorf,SHDF01B,4637,8,4317626,VDL
326,S Hermsdorf,SHDF01B,Wednesday,18.3833333333333,18.6166666666666,Wednesday,S Hermsdorf,SHDF01B,4637,4,4317626,VDL
326,S Hermsdorf,SHDF01B,Wednesday,18.6833333333333,18.9166666666666,Wednesday,S Hermsdorf,SHDF01B,4637,8,4317626,VDL
326,S Hermsdorf,SHDF01B,Wednesday,19.05,19.2833333333333,Wednesday,S Hermsdorf,SHDF01B,4637,4,4317626,VDL
326,S Hermsdorf,SHDF01B,Wednesday,19.35,19.5833333333333,Wednesday,S Hermsdorf,SHDF01B,4637,8,4317626,VDL
326,S Hermsdorf,SHDF01B,Wednesday,19.7166666666666,19.95,Wednesday,S Hermsdorf,SHDF01B,4637,4,4317626,VDL
326,S Hermsdorf,SHDF01B,Wednesday,20.0166666666666,20.2333333333333,Wednesday,S Hermsdorf,SHDF01B,4637,9,4317626,VDL
326,S Hermsdorf,SHDF01B,Wednesday,20.3833333333333,20.6,Wednesday,S Hermsdorf,SHDF01B,4637,0,4317626,VDL
326,S Hermsdorf,SHDF01B,Wednesday,20.6,21.25,Wednesday,Betriebshof Indira-Gandhi-Str.,BF I A,19.8,0,4317626,VDL
334,Betriebshof A,BF A E,Wednesday,4.93333333333333,4.93333333333333,Wednesday,Alt-Gatow,ALTG01B,0.06,18,4425669,CKB
334,Alt-Gatow,ALTG01B,Wednesday,5.23333333333333,5.33333333333333,Wednesday,Habichtswald,HWLD01B,3.29,0,4425669,CKB
334,Habichtswald,HWLD01B,Wednesday,5.33333333333333,5.4,Wednesday,Alt-Gatow,ALTG01B,2954,20,4425669,CKB
334,Alt-Gatow,ALTG01B,Wednesday,5.73333333333333,5.83333333333333,Wednesday,Habichtswald,HWLD01B,3.29,0,4425669,CKB
334,Habichtswald,HWLD01B,Wednesday,5.83333333333333,5.9,Wednesday,Alt-Gatow,ALTG01B,2954,5,4425669,CKB
334,Alt-Gatow,ALTG01B,Wednesday,5.98333333333333,6.1,Wednesday,Habichtswald,HWLD01B,3.29,2,4425669,CKB
334,Habichtswald,HWLD01B,Wednesday,6.13333333333333,6.21666666666666,Wednesday,Alt-Gatow,ALTG01B,2954,19,4425669,CKB
334,Alt-Gatow,ALTG01B,Wednesday,6.53333333333333,6.65,Wednesday,Habichtswald,HWLD01B,3.29,1,4425669,CKB
334,Habichtswald,HWLD01B,Wednesday,6.66666666666666,6.75,Wednesday,Alt-Gatow,ALTG01B,2954,7,4425669,CKB
334,Alt-Gatow,ALTG01B,Wednesday,6.86666666666666,6.98333333333333,Wednesday,Habichtswald,HWLD01B,3.29,1,4425669,CKB
334,Habichtswald,HWLD01B,Wednesday,7.0,7.08333333333333,Wednesday,Alt-Gatow,ALTG01B,2954,7,4425669,CKB
334,Alt-Gatow,ALTG01B,Wednesday,7.2,7.31666666666666,Wednesday,Habichtswald,HWLD01B,3.29,1,4425669,CKB
334,Habichtswald,HWLD01B,Wednesday,7.33333333333333,7.41666666666666,Wednesday,Alt-Gatow,ALTG01B,2954,7,4425669,CKB
334,Alt-Gatow,ALTG01B,Wednesday,7.53333333333333,7.65,Wednesday,Habichtswald,HWLD01B,3.29,1,4425669,CKB
334,Habichtswald,HWLD01B,Wednesday,7.66666666666666,7.75,Wednesday,Alt-Gatow,ALTG01B,2954,295,4425669,CKB
334,Alt-Gatow,ALTG01B,Wednesday,12.6666666666666,12.7833333333333,Wednesday,Habichtswald,HWLD01B,3.29,2,4425669,CKB
334,Habichtswald,HWLD01B,Wednesday,12.8166666666666,12.9,Wednesday,Alt-Gatow,ALTG01B,2954,46,4425669,CKB
334,Alt-Gatow,ALTG01B,Wednesday,13.6666666666666,13.7833333333333,Wednesday,Habichtswald,HWLD01B,3.29,2,4425669,CKB
334,Habichtswald,HWLD01B,Wednesday,13.8166666666666,13.9,Wednesday,Alt-Gatow,ALTG01B,2954,434,4425669,CKB
334,Alt-Gatow,ALTG01B,Wednesday,21.1333333333333,21.1333333333333,Wednesday,Betriebshof A,BF A A,0.06,0,4425669,CKB
349,Betriebshof A,BF A E,Wednesday,7.33333333333333,7.33333333333333,Wednesday,S Grunewald,SGD02B,0.06,0,4448151,CKB
349,S Grunewald,SGD02B,Wednesday,7.33333333333333,7.83333333333333,Wednesday,S Grunewald,SGD02B,9266,10,4448151,CKB
349,S Grunewald,SGD02B,Wednesday,8.0,8.5,Wednesday,S Grunewald,SGD02B,9266,10,4448151,CKB
349,S Grunewald,SGD02B,Wednesday,8.66666666666666,9.16666666666666,Wednesday,S Grunewald,SGD02B,9266,10,4448151,CKB
349,S Grunewald,SGD02B,Wednesday,9.33333333333333,9.83333333333333,Wednesday,S Grunewald,SGD02B,9266,10,4448151,CKB
349,S Grunewald,SGD02B,Wednesday,10.0,10.5,Wednesday,S Grunewald,SGD02B,9266,10,4448151,CKB
349,S Grunewald,SGD02B,Wednesday,10.6666666666666,11.1666666666666,Wednesday,S Grunewald,SGD02B,9266,10,4448151,CKB
349,S Grunewald,SGD02B,Wednesday,11.3333333333333,11.8333333333333,Wednesday,S Grunewald,SGD02B,9266,10,4448151,CKB
349,S Grunewald,SGD02B,Wednesday,12.0,12.5,Wednesday,S Grunewald,SGD02B,9266,10,4448151,CKB
349,S Grunewald,SGD02B,Wednesday,12.6666666666666,13.1666666666666,Wednesday,S Grunewald,SGD02B,9266,10,4448151,CKB
349,S Grunewald,SGD02B,Wednesday,13.3333333333333,13.8333333333333,Wednesday,S Grunewald,SGD02B,9266,10,4448151,CKB
349,S Grunewald,SGD02B,Wednesday,14.0,14.5,Wednesday,S Grunewald,SGD02B,9266,10,4448151,CKB
349,S Grunewald,SGD02B,Wednesday,14.6666666666666,15.1666666666666,Wednesday,S Grunewald,SGD02B,9266,10,4448151,CKB
349,S Grunewald,SGD02B,Wednesday,15.3333333333333,15.8333333333333,Wednesday,S Grunewald,SGD02B,9266,10,4448151,CKB
349,S Grunewald,SGD02B,Wednesday,16.0,16.5,Wednesday,S Grunewald,SGD02B,9266,10,4448151,CKB
349,S Grunewald,SGD02B,Wednesday,16.6666666666666,17.1666666666666,Wednesday,S Grunewald,SGD02B,9266,10,4448151,CKB
