timestamp,Kategorie,Netzentgelt [EUR/kWh],Strompreis konstant [EUR/kWh],Strompreis Boerse [EUR/kWh],Gesamtpreis [EUR/kWh],Gesamtpreis Boerse [EUR/kWh]
2018-01-02 02:00:00+01:00,3,0.0237,0.1603,0.1225,0.184,0.1462
2018-01-02 02:15:00+01:00,3,0.0349,0.1603,0.1225,0.1952,0.1574
2018-01-02 02:30:00+01:00,3,0.0349,0.1603,0.1225,0.1952,0.1574
2018-01-02 02:45:00+01:00,3,0.0349,0.1603,0.1225,0.1952,0.1574
2018-01-02 03:00:00+01:00,3,0.0349,0.1603,0.121,0.1952,0.1559
2018-01-02 03:15:00+01:00,3,0.0349,0.1603,0.121,0.1952,0.1559
2018-01-02 03:30:00+01:00,3,0.0349,0.1603,0.121,0.1952,0.1559
2018-01-02 03:45:00+01:00,3,0.0349,0.1603,0.121,0.1952,0.1559
2018-01-02 04:00:00+01:00,3,0.0349,0.1603,0.1207,0.1952,0.1556
2018-01-02 04:15:00+01:00,3,0.0349,0.1603,0.1207,0.1952,0.1556
2018-01-02 04:30:00+01:00,3,0.0349,0.1603,0.1207,0.1952,0.1556
2018-01-02 04:45:00+01:00,3,0.0349,0.1603,0.1207,0.1952,0.1556
2018-01-02 05:00:00+01:00,3,0.0349,0.1603,0.1234,0.1952,0.1583
2018-01-02 05:15:00+01:00,3,0.0349,0.1603,0.1234,0.1952,0.1583
2018-01-02 05:30:00+01:00,3,0.0349,0.1603,0.1234,0.1952,0.1583
2018-01-02 05:45:00+01:00,3,0.0349,0.1603,0.1234,0.1952,0.1583
2018-01-02 06:00:00+01:00,3,0.0349,0.1603,0.1314,0.1952,0.1663
2018-01-02 06:15:00+01:00,3,0.0349,0.1603,0.1314,0.1952,0.1663
2018-01-02 06:30:00+01:00,3,0.0349,0.1603,0.1314,0.1952,0.1663
2018-01-02 06:45:00+01:00,3,0.0237,0.1603,0.1314,0.184,0.1552
2018-01-02 07:00:00+01:00,3,0.0237,0.1603,0.1508,0.184,0.1745
2018-01-02 07:15:00+01:00,3,0.0237,0.1603,0.1508,0.184,0.1745
2018-01-02 07:30:00+01:00,3,0.0237,0.1603,0.1508,0.184,0.1745
2018-01-02 07:45:00+01:00,3,0.0237,0.1603,0.1508,0.184,0.1745
2018-01-02 08:00:00+01:00,3,0.0349,0.1603,0.1568,0.1952,0.1917
2018-01-02 08:15:00+01:00,3,0.0237,0.1603,0.1568,0.184,0.1805
2018-01-02 08:30:00+01:00,3,0.0237,0.1603,0.1568,0.184,0.1805
2018-01-02 08:45:00+01:00,3,0.0349,0.1603,0.1568,0.1952,0.1917
2018-01-02 09:00:00+01:00,3,0.0349,0.1603,0.1588,0.1952,0.1937
2018-01-02 09:15:00+01:00,3,0.0237,0.1603,0.1588,0.184,0.1825
2018-01-02 09:30:00+01:00,3,0.0237,0.1603,0.1588,0.184,0.1825
2018-01-02 09:45:00+01:00,3,0.0237,0.1603,0.1588,0.184,0.1825
2018-01-02 10:00:00+01:00,3,0.0237,0.1603,0.1589,0.184,0.1826
2018-01-02 10:15:00+01:00,3,0.0237,0.1603,0.1589,0.184,0.1826
2018-01-02 10:30:00+01:00,3,0.0237,0.1603,0.1589,0.184,0.1826
2018-01-02 10:45:00+01:00,3,0.0237,0.1603,0.1589,0.184,0.1826
2018-01-02 11:00:00+01:00,3,0.0237,0.1603,0.1586,0.184,0.1823
2018-01-02 11:15:00+01:00,3,0.0237,0.1603,0.1586,0.184,0.1823
2018-01-02 11:30:00+01:00,3,0.0237,0.1603,0.1586,0.184,0.1823
2018-01-02 11:45:00+01:00,3,0.0237,0.1603,0.1586,0.184,0.1823
2018-01-02 12:00:00+01:00,3,0.0237,0.1603,0.157,0.184,0.1808
2018-01-02 12:15:00+01:00,3,0.0237,0.1603,0.157,0.184,0.1808
2018-01-02 12:30:00+01:00,3,0.0237,0.1603,0.157,0.184,0.1808
2018-01-02 12:45:00+01:00,3,0.0237,0.1603,0.157,0.184,0.1808
2018-01-02 13:00:00+01:00,3,0.0237,0.1603,0.1561,0.184,0.1798
2018-01-02 13:15:00+01:00,3,0.0237,0.1603,0.1561,0.184,0.1798
2018-01-02 13:30:00+01:00,3,0.0237,0.1603,0.1561,0.184,0.1798
2018-01-02 13:45:00+01:00,3,0.0237,0.1603,0.1561,0.184,0.1798
2018-01-02 14:00:00+01:00,3,0.0237,0.1603,0.155,0.184,0.1787
2018-01-02 14:15:00+01:00,3,0.0237,0.1603,0.155,0.184,0.1787
2018-01-02 14:30:00+01:00,3,0.0237,0.1603,0.155,0.184,0.1787
2018-01-02 14:45:00+01:00,3,0.0237,0.1603,0.155,0.184,0.1787
2018-01-02 15:00:00+01:00,3,0.0237,0.1603,0.1527,0.184,0.1765
2018-01-02 15:15:00+01:00,3,0.0237,0.1603,0.1527,0.184,0.1765
2018-01-02 15:30:00+01:00,3,0.0349,0.1603,0.1527,0.1952,0.1876
2018-01-02 15:45:00+01:00,3,0.0349,0.1603,0.1527,0.1952,0.1876
2018-01-02 16:00:00+01:00,3,0.0349,0.1603,0.1525,0.1952,0.1874
2018-01-02 16:15:00+01:00,3,0.0349,0.1603,0.1525,0.1952,0.1874
2018-01-02 16:30:00+01:00,3,0.0349,0.1603,0.1525,0.1952,0.1874
2018-01-02 16:45:00+01:00,3,0.0349,0.1603,0.1525,0.1952,0.1874
2018-01-02 17:00:00+01:00,3,0.0349,0.1603,0.1562,0.1952,0.1911
2018-01-02 17:15:00+01:00,3,0.0349,0.1603,0.1562,0.1952,0.1911
2018-01-02 17:30:00+01:00,3,0.0349,0.1603,0.1562,0.1952,0.1911
2018-01-02 17:45:00+01:00,3,0.0237,0.1603,0.1562,0.184,0.18
2018-01-02 18:00:00+01:00,3,0.0237,0.1603,0.1549,0.184,0.1787
2018-01-02 18:15:00+01:00,3,0.0237,0.1603,0.1549,0.184,0.1787
2018-01-02 18:30:00+01:00,3,0.0237,0.1603,0.1549,0.184,0.1787
2018-01-02 18:45:00+01:00,3,0.0237,0.1603,0.1549,0.184,0.1787
2018-01-02 19:00:00+01:00,3,0.0237,0.1603,0.1499,0.184,0.1737
2018-01-02 19:15:00+01:00,3,0.0349,0.1603,0.1499,0.1952,0.1848
2018-01-02 19:30:00+01:00,3,0.0349,0.1603,0.1499,0.1952,0.1848
2018-01-02 19:45:00+01:00,3,0.0349,0.1603,0.1499,0.1952,0.1848
2018-01-02 20:00:00+01:00,3,0.0349,0.1603,0.1438,0.1952,0.1787
2018-01-02 20:15:00+01:00,3,0.0349,0.1603,0.1438,0.1952,0.1787
2018-01-02 20:30:00+01:00,3,0.0349,0.1603,0.1438,0.1952,0.1787
2018-01-02 20:45:00+01:00,3,0.0349,0.1603,0.1438,0.1952,0.1787
2018-01-02 21:00:00+01:00,3,0.0349,0.1603,0.1343,0.1952,0.1692
2018-01-02 21:15:00+01:00,3,0.0349,0.1603,0.1343,0.1952,0.1692
2018-01-02 21:30:00+01:00,3,0.0349,0.1603,0.1343,0.1952,0.1692
2018-01-02 21:45:00+01:00,3,0.0349,0.1603,0.1343,0.1952,0.1692
2018-01-02 22:00:00+01:00,3,0.0349,0.1603,0.1302,0.1952,0.1651
2018-01-02 22:15:00+01:00,3,0.0349,0.1603,0.1302,0.1952,0.1651
2018-01-02 22:30:00+01:00,3,0.0349,0.1603,0.1302,0.1952,0.1651
2018-01-02 22:45:00+01:00,3,0.0349,0.1603,0.1302,0.1952,0.1651
2018-01-02 23:00:00+01:00,3,0.0349,0.1603,0.1188,0.1952,0.1537
2018-01-02 23:15:00+01:00,1,0.0237,0.1603,0.1188,0.184,0.1425
2018-01-02 23:30:00+01:00,1,0.0237,0.1603,0.1188,0.184,0.1425
2018-01-02 23:45:00+01:00,1,0.0237,0.1603,0.1188,0.184,0.1425
2018-01-03 00:00:00+01:00,1,0.0237,0.1603,0.1168,0.184,0.1405
2018-01-03 00:15:00+01:00,1,0.0237,0.1603,0.1168,0.184,0.1405
2018-01-03 00:30:00+01:00,1,0.0237,0.1603,0.1168,0.184,0.1405
2018-01-03 00:45:00+01:00,1,0.0237,0.1603,0.1168,0.184,0.1405
2018-01-03 01:00:00+01:00,1,0.0237,0.1603,0.1089,0.184,0.1326
2018-01-03 01:15:00+01:00,1,0.0237,0.1603,0.1089,0.184,0.1326
2018-01-03 01:30:00+01:00,1,0.0237,0.1603,0.1089,0.184,0.1326
2018-01-03 01:45:00+01:00,1,0.0237,0.1603,0.1089,0.184,0.1326
2018-01-03 02:00:00+01:00,1,0.0237,0.1603,0.1089,0.184,0.1326
2018-01-03 02:15:00+01:00,1,0.0237,0.1603,0.1089,0.184,0.1326
2018-01-03 02:30:00+01:00,1,0.0237,0.1603,0.1089,0.184,0.1326
2018-01-03 02:45:00+01:00,1,0.0237,0.1603,0.1089,0.184,0.1326
2018-01-03 03:00:00+01:00,1,0.0237,0.1603,0.1029,0.184,0.1266
2018-01-03 03:15:00+01:00,1,0.0237,0.1603,0.1029,0.184,0.1266
2018-01-03 03:30:00+01:00,1,0.0237,0.1603,0.1029,0.184,0.1266
2018-01-03 03:45:00+01:00,1,0.0237,0.1603,0.1029,0.184,0.1266
2018-01-03 04:00:00+01:00,1,0.0237,0.1603,0.0996,0.184,0.1234
2018-01-03 04:15:00+01:00,1,0.0237,0.1603,0.0996,0.184,0.1234
2018-01-03 04:30:00+01:00,1,0.0237,0.1603,0.0996,0.184,0.1234
2018-01-03 04:45:00+01:00,1,0.0237,0.1603,0.0996,0.184,0.1234
2018-01-03 05:00:00+01:00,1,0.0237,0.1603,0.1042,0.184,0.128
2018-01-03 05:15:00+01:00,1,0.0237,0.1603,0.1042,0.184,0.128
2018-01-03 05:30:00+01:00,1,0.0237,0.1603,0.1042,0.184,0.128
2018-01-03 05:45:00+01:00,1,0.0237,0.1603,0.1042,0.184,0.128
2018-01-03 06:00:00+01:00,1,0.0237,0.1603,0.1169,0.184,0.1406
2018-01-03 06:15:00+01:00,1,0.0237,0.1603,0.1169,0.184,0.1406
2018-01-03 06:30:00+01:00,1,0.0237,0.1603,0.1169,0.184,0.1406
2018-01-03 06:45:00+01:00,1,0.0237,0.1603,0.1169,0.184,0.1406
2018-01-03 07:00:00+01:00,1,0.0237,0.1603,0.1199,0.184,0.1436
2018-01-03 07:15:00+01:00,1,0.0237,0.1603,0.1199,0.184,0.1436
2018-01-03 07:30:00+01:00,1,0.0237,0.1603,0.1199,0.184,0.1436
2018-01-03 07:45:00+01:00,1,0.0237,0.1603,0.1199,0.184,0.1436
2018-01-03 08:00:00+01:00,1,0.0237,0.1603,0.1221,0.184,0.1459
2018-01-03 08:15:00+01:00,1,0.0237,0.1603,0.1221,0.184,0.1459
2018-01-03 08:30:00+01:00,1,0.0237,0.1603,0.1221,0.184,0.1459
2018-01-03 08:45:00+01:00,1,0.0237,0.1603,0.1221,0.184,0.1459
2018-01-03 09:00:00+01:00,1,0.0237,0.1603,0.122,0.184,0.1458
2018-01-03 09:15:00+01:00,1,0.0237,0.1603,0.122,0.184,0.1458
2018-01-03 09:30:00+01:00,1,0.0237,0.1603,0.122,0.184,0.1458
2018-01-03 09:45:00+01:00,1,0.0237,0.1603,0.122,0.184,0.1458
2018-01-03 10:00:00+01:00,1,0.0237,0.1603,0.1226,0.184,0.1463
2018-01-03 10:15:00+01:00,1,0.0237,0.1603,0.1226,0.184,0.1463
2018-01-03 10:30:00+01:00,1,0.0237,0.1603,0.1226,0.184,0.1463
2018-01-03 10:45:00+01:00,1,0.0237,0.1603,0.1226,0.184,0.1463
2018-01-03 11:00:00+01:00,1,0.0237,0.1603,0.1243,0.184,0.148
2018-01-03 11:15:00+01:00,1,0.0237,0.1603,0.1243,0.184,0.148
2018-01-03 11:30:00+01:00,1,0.0237,0.1603,0.1243,0.184,0.148
2018-01-03 11:45:00+01:00,1,0.0237,0.1603,0.1243,0.184,0.148
2018-01-03 12:00:00+01:00,1,0.0237,0.1603,0.1247,0.184,0.1484
2018-01-03 12:15:00+01:00,1,0.0237,0.1603,0.1247,0.184,0.1484
2018-01-03 12:30:00+01:00,1,0.0237,0.1603,0.1247,0.184,0.1484
2018-01-03 12:45:00+01:00,1,0.0237,0.1603,0.1247,0.184,0.1484
2018-01-03 13:00:00+01:00,1,0.0237,0.1603,0.1249,0.184,0.1486
2018-01-03 13:15:00+01:00,1,0.0237,0.1603,0.1249,0.184,0.1486
2018-01-03 13:30:00+01:00,1,0.0237,0.1603,0.1249,0.184,0.1486
2018-01-03 13:45:00+01:00,1,0.0237,0.1603,0.1249,0.184,0.1486
2018-01-03 14:00:00+01:00,1,0.0237,0.1603,0.1246,0.184,0.1483
2018-01-03 14:15:00+01:00,1,0.0237,0.1603,0.1246,0.184,0.1483
2018-01-03 14:30:00+01:00,1,0.0237,0.1603,0.1246,0.184,0.1483
2018-01-03 14:45:00+01:00,1,0.0237,0.1603,0.1246,0.184,0.1483
2018-01-03 15:00:00+01:00,1,0.0237,0.1603,0.124,0.184,0.1477
2018-01-03 15:15:00+01:00,1,0.0237,0.1603,0.124,0.184,0.1477
2018-01-03 15:30:00+01:00,1,0.0237,0.1603,0.124,0.184,0.1477
2018-01-03 15:45:00+01:00,1,0.0237,0.1603,0.124,0.184,0.1477
2018-01-03 16:00:00+01:00,1,0.0237,0.1603,0.1249,0.184,0.1486
2018-01-03 16:15:00+01:00,1,0.0237,0.1603,0.1249,0.184,0.1486
2018-01-03 16:30:00+01:00,1,0.0237,0.1603,0.1249,0.184,0.1486
2018-01-03 16:45:00+01:00,1,0.0237,0.1603,0.1249,0.184,0.1486
2018-01-03 17:00:00+01:00,1,0.0237,0.1603,0.124,0.184,0.1477
2018-01-03 17:15:00+01:00,1,0.0237,0.1603,0.124,0.184,0.1477
2018-01-03 17:30:00+01:00,1,0.0237,0.1603,0.124,0.184,0.1477
2018-01-03 17:45:00+01:00,1,0.0237,0.1603,0.124,0.184,0.1477
2018-01-03 18:00:00+01:00,1,0.0237,0.1603,0.1222,0.184,0.146
2018-01-03 18:15:00+01:00,1,0.0237,0.1603,0.1222,0.184,0.146
2018-01-03 18:30:00+01:00,1,0.0237,0.1603,0.1222,0.184,0.146
2018-01-03 18:45:00+01:00,1,0.0237,0.1603,0.1222,0.184,0.146
2018-01-03 19:00:00+01:00,1,0.0237,0.1603,0.1199,0.184,0.1437
2018-01-03 19:15:00+01:00,1,0.0237,0.1603,0.1199,0.184,0.1437
2018-01-03 19:30:00+01:00,1,0.0237,0.1603,0.1199,0.184,0.1437
2018-01-03 19:45:00+01:00,1,0.0237,0.1603,0.1199,0.184,0.1437
2018-01-03 20:00:00+01:00,1,0.0237,0.1603,0.1189,0.184,0.1427
2018-01-03 20:15:00+01:00,1,0.0237,0.1603,0.1189,0.184,0.1427
2018-01-03 20:30:00+01:00,1,0.0237,0.1603,0.1189,0.184,0.1427
2018-01-03 20:45:00+01:00,1,0.0237,0.1603,0.1189,0.184,0.1427
2018-01-03 21:00:00+01:00,1,0.0237,0.1603,0.1182,0.184,0.1419
2018-01-03 21:15:00+01:00,1,0.0237,0.1603,0.1182,0.184,0.1419
2018-01-03 21:30:00+01:00,1,0.0237,0.1603,0.1182,0.184,0.1419
2018-01-03 21:45:00+01:00,1,0.0237,0.1603,0.1182,0.184,0.1419
2018-01-03 22:00:00+01:00,1,0.0237,0.1603,0.1187,0.184,0.1425
2018-01-03 22:15:00+01:00,1,0.0237,0.1603,0.1187,0.184,0.1425
2018-01-03 22:30:00+01:00,1,0.0237,0.1603,0.1187,0.184,0.1425
2018-01-03 22:45:00+01:00,1,0.0237,0.1603,0.1187,0.184,0.1425
2018-01-03 23:00:00+01:00,1,0.0237,0.1603,0.1138,0.184,0.1376
2018-01-03 23:15:00+01:00,1,0.0237,0.1603,0.1138,0.184,0.1376
2018-01-03 23:30:00+01:00,1,0.0237,0.1603,0.1138,0.184,0.1376
2018-01-03 23:45:00+01:00,1,0.0237,0.1603,0.1138,0.184,0.1376
2018-01-04 00:00:00+01:00,1,0.0237,0.1603,0.1085,0.184,0.1322
2018-01-04 00:15:00+01:00,1,0.0237,0.1603,0.1085,0.184,0.1322
2018-01-04 00:30:00+01:00,1,0.0237,0.1603,0.1085,0.184,0.1322
2018-01-04 00:45:00+01:00,1,0.0237,0.1603,0.1085,0.184,0.1322
2018-01-04 01:00:00+01:00,1,0.0237,0.1603,0.1033,0.184,0.127
2018-01-04 01:15:00+01:00,1,0.0237,0.1603,0.1033,0.184,0.127
2018-01-04 01:30:00+01:00,1,0.0237,0.1603,0.1033,0.184,0.127
2018-01-04 01:45:00+01:00,1,0.0237,0.1603,0.1033,0.184,0.127
2018-01-04 02:00:00+01:00,1,0.0237,0.1603,0.101,0.184,0.1247
2018-01-04 02:15:00+01:00,1,0.0237,0.1603,0.101,0.184,0.1247
2018-01-04 02:30:00+01:00,1,0.0237,0.1603,0.101,0.184,0.1247
2018-01-04 02:45:00+01:00,1,0.0237,0.1603,0.101,0.184,0.1247
2018-01-04 03:00:00+01:00,1,0.0237,0.1603,0.1036,0.184,0.1273
2018-01-04 03:15:00+01:00,1,0.0237,0.1603,0.1036,0.184,0.1273
2018-01-04 03:30:00+01:00,1,0.0237,0.1603,0.1036,0.184,0.1273
2018-01-04 03:45:00+01:00,1,0.0237,0.1603,0.1036,0.184,0.1273
2018-01-04 04:00:00+01:00,1,0.0237,0.1603,0.1071,0.184,0.1308
2018-01-04 04:15:00+01:00,1,0.0237,0.1603,0.1071,0.184,0.1308
2018-01-04 04:30:00+01:00,1,0.0237,0.1603,0.1071,0.184,0.1308
2018-01-04 04:45:00+01:00,1,0.0237,0.1603,0.1071,0.184,0.1308
2018-01-04 05:00:00+01:00,1,0.0237,0.1603,0.1149,0.184,0.1386
2018-01-04 05:15:00+01:00,1,0.0237,0.1603,0.1149,0.184,0.1386
2018-01-04 05:30:00+01:00,1,0.0237,0.1603,0.1149,0.184,0.1386
2018-01-04 05:45:00+01:00,1,0.0237,0.1603,0.1149,0.184,0.1386
2018-01-04 06:00:00+01:00,1,0.0237,0.1603,0.1288,0.184,0.1526
2018-01-04 06:15:00+01:00,1,0.0237,0.1603,0.1288,0.184,0.1526
2018-01-04 06:30:00+01:00,1,0.0237,0.1603,0.1288,0.184,0.1526
2018-01-04 06:45:00+01:00,1,0.0237,0.1603,0.1288,0.184,0.1526
2018-01-04 07:00:00+01:00,1,0.0237,0.1603,0.1424,0.184,0.1662
2018-01-04 07:15:00+01:00,1,0.0237,0.1603,0.1424,0.184,0.1662
2018-01-04 07:30:00+01:00,1,0.0237,0.1603,0.1424,0.184,0.1662
2018-01-04 07:45:00+01:00,1,0.0237,0.1603,0.1424,0.184,0.1662
